UID	Product_ID	Review_ID	Review_Text	Processed_Text	Tokens	Rating	TextBlob	Vader	API	Matched_token	Theme	Subtheme
165	40031298	51	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	cook	operational_effectiveness	n/a
166	40031298	51	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	cheap quality	quality	poor quality
167	40031298	52	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	coat	quality	n/a
168	40031298	52	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	worst	quality	n/a
169	40031298	52	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
170	40031298	52	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	coating came out	shipping_delivery	damaged product
171	40031298	53	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	break	quality	n/a
172	40031298	53	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	coat	quality	n/a
173	40031298	53	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	expect	quality	n/a
174	40031298	53	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	teflon	quality	n/a
175	40031298	53	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	wonder	quality	n/a
176	40031298	54	 I like the product as it is very useful.	like product very useful	['like', 'product', 'very', 'useful']	4	POSITIVE	POSITIVE	POSITIVE	like	quality	n/a
177	40031298	54	 I like the product as it is very useful.	like product very useful	['like', 'product', 'very', 'useful']	4	POSITIVE	POSITIVE	POSITIVE	useful	operational_effectiveness	n/a
178	40031298	54	 I like the product as it is very useful.	like product very useful	['like', 'product', 'very', 'useful']	4	POSITIVE	POSITIVE	POSITIVE	very useful	operational_effectiveness	adaptable product
179	40119727	55	 worst product	worst product	['worst', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	worst	quality	n/a
180	40166686	56	 Lovely heavy bottom SS kadai..dishwasher safe..trick to use an SS kadai is to put it on medium to low flame and add oil just after turning the gas on. Very satisfied with the product..one negative is that it has a ridge just above the bottom of the pan so the masala tends to gather at that ridge. Been using the product everday for almost 2 weeks now.	lovely heavy bottom ss kadai dishwasher safe trick use ss kadai put medium low flame add oil just turn gas very satisfy product one negative have ridge just above bottom pan masala tend gather ridge use product everday almost weeks now	['lovely', 'heavy', 'bottom', 'ss', 'kadai', 'dishwasher', 'safe', 'trick', 'use', 'ss', 'kadai', 'put', 'medium', 'low', 'flame', 'add', 'oil', 'just', 'turn', 'gas', 'very', 'satisfy', 'product', 'one', 'negative', 'have', 'ridge', 'just', 'above', 'bottom', 'pan', 'masala', 'tend', 'gather', 'ridge', 'use', 'product', 'everday', 'almost', 'weeks', 'now']	4	POSITIVE	POSITIVE	POSITIVE	medium	size	n/a
181	40166686	56	 Lovely heavy bottom SS kadai..dishwasher safe..trick to use an SS kadai is to put it on medium to low flame and add oil just after turning the gas on. Very satisfied with the product..one negative is that it has a ridge just above the bottom of the pan so the masala tends to gather at that ridge. Been using the product everday for almost 2 weeks now.	lovely heavy bottom ss kadai dishwasher safe trick use ss kadai put medium low flame add oil just turn gas very satisfy product one negative have ridge just above bottom pan masala tend gather ridge use product everday almost weeks now	['lovely', 'heavy', 'bottom', 'ss', 'kadai', 'dishwasher', 'safe', 'trick', 'use', 'ss', 'kadai', 'put', 'medium', 'low', 'flame', 'add', 'oil', 'just', 'turn', 'gas', 'very', 'satisfy', 'product', 'one', 'negative', 'have', 'ridge', 'just', 'above', 'bottom', 'pan', 'masala', 'tend', 'gather', 'ridge', 'use', 'product', 'everday', 'almost', 'weeks', 'now']	4	POSITIVE	POSITIVE	POSITIVE	heavy	quality	n/a
182	40166686	56	 Lovely heavy bottom SS kadai..dishwasher safe..trick to use an SS kadai is to put it on medium to low flame and add oil just after turning the gas on. Very satisfied with the product..one negative is that it has a ridge just above the bottom of the pan so the masala tends to gather at that ridge. Been using the product everday for almost 2 weeks now.	lovely heavy bottom ss kadai dishwasher safe trick use ss kadai put medium low flame add oil just turn gas very satisfy product one negative have ridge just above bottom pan masala tend gather ridge use product everday almost weeks now	['lovely', 'heavy', 'bottom', 'ss', 'kadai', 'dishwasher', 'safe', 'trick', 'use', 'ss', 'kadai', 'put', 'medium', 'low', 'flame', 'add', 'oil', 'just', 'turn', 'gas', 'very', 'satisfy', 'product', 'one', 'negative', 'have', 'ridge', 'just', 'above', 'bottom', 'pan', 'masala', 'tend', 'gather', 'ridge', 'use', 'product', 'everday', 'almost', 'weeks', 'now']	4	POSITIVE	POSITIVE	POSITIVE	lovely	quality	n/a
183	40166686	56	 Lovely heavy bottom SS kadai..dishwasher safe..trick to use an SS kadai is to put it on medium to low flame and add oil just after turning the gas on. Very satisfied with the product..one negative is that it has a ridge just above the bottom of the pan so the masala tends to gather at that ridge. Been using the product everday for almost 2 weeks now.	lovely heavy bottom ss kadai dishwasher safe trick use ss kadai put medium low flame add oil just turn gas very satisfy product one negative have ridge just above bottom pan masala tend gather ridge use product everday almost weeks now	['lovely', 'heavy', 'bottom', 'ss', 'kadai', 'dishwasher', 'safe', 'trick', 'use', 'ss', 'kadai', 'put', 'medium', 'low', 'flame', 'add', 'oil', 'just', 'turn', 'gas', 'very', 'satisfy', 'product', 'one', 'negative', 'have', 'ridge', 'just', 'above', 'bottom', 'pan', 'masala', 'tend', 'gather', 'ridge', 'use', 'product', 'everday', 'almost', 'weeks', 'now']	4	POSITIVE	POSITIVE	POSITIVE	satisfy	quality	n/a
184	40166686	56	 Lovely heavy bottom SS kadai..dishwasher safe..trick to use an SS kadai is to put it on medium to low flame and add oil just after turning the gas on. Very satisfied with the product..one negative is that it has a ridge just above the bottom of the pan so the masala tends to gather at that ridge. Been using the product everday for almost 2 weeks now.	lovely heavy bottom ss kadai dishwasher safe trick use ss kadai put medium low flame add oil just turn gas very satisfy product one negative have ridge just above bottom pan masala tend gather ridge use product everday almost weeks now	['lovely', 'heavy', 'bottom', 'ss', 'kadai', 'dishwasher', 'safe', 'trick', 'use', 'ss', 'kadai', 'put', 'medium', 'low', 'flame', 'add', 'oil', 'just', 'turn', 'gas', 'very', 'satisfy', 'product', 'one', 'negative', 'have', 'ridge', 'just', 'above', 'bottom', 'pan', 'masala', 'tend', 'gather', 'ridge', 'use', 'product', 'everday', 'almost', 'weeks', 'now']	4	POSITIVE	POSITIVE	POSITIVE	use	operational_effectiveness	n/a
185	40166686	57	 Not good	not good	['not', 'good']	2	NEGATIVE	NEGATIVE	NEGATIVE	good	quality	n/a
186	40166686	58	so I m not satisfied it's lickage from handle	m not satisfy lickage handle	['m', 'not', 'satisfy', 'lickage', 'handle']	1	NEUTRAL	NEGATIVE	NEGATIVE	lickage	quality	n/a
187	40166686	58	so I m not satisfied it's lickage from handle	m not satisfy lickage handle	['m', 'not', 'satisfy', 'lickage', 'handle']	1	NEUTRAL	NEGATIVE	NEGATIVE	satisfy	quality	n/a
188	40166686	58	so I m not satisfied it's lickage from handle	m not satisfy lickage handle	['m', 'not', 'satisfy', 'lickage', 'handle']	1	NEUTRAL	NEGATIVE	NEGATIVE	handle	operational_effectiveness	n/a
189	40166686	59	 Very Good Product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
190	40166686	59	 Very Good Product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
191	40166686	60	damaged please change its all damaged product	damage please change damage product	['damage', 'please', 'change', 'damage', 'product']	1	NEUTRAL	NEGATIVE	NEGATIVE	damage	quality	n/a
192	40166686	60	damaged please change its all damaged product	damage please change damage product	['damage', 'please', 'change', 'damage', 'product']	1	NEUTRAL	NEGATIVE	NEGATIVE	change	maintenance	n/a
193	40166686	61	 Sturdy and nice looking	sturdy nice look	['sturdy', 'nice', 'look']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
194	40166686	61	 Sturdy and nice looking	sturdy nice look	['sturdy', 'nice', 'look']	5	POSITIVE	POSITIVE	POSITIVE	sturdy	quality	n/a
195	40166686	61	 Sturdy and nice looking	sturdy nice look	['sturdy', 'nice', 'look']	5	POSITIVE	POSITIVE	POSITIVE	nice look	size	good looking
196	40166685	62	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	size	size	n/a
197	40166685	62	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	heavy	quality	n/a
198	40166685	62	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	proper	quality	n/a
199	40166685	62	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	stick	quality	n/a
200	40166685	62	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	do	operational_effectiveness	n/a
201	40166685	63	 good and sturdy kadai	good sturdy kadai	['good', 'sturdy', 'kadai']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
202	40166685	63	 good and sturdy kadai	good sturdy kadai	['good', 'sturdy', 'kadai']	5	POSITIVE	POSITIVE	POSITIVE	sturdy	quality	n/a
203	40166685	64	awesome 	awesome	['awesome']	5	POSITIVE	POSITIVE	POSITIVE	awesome	quality	n/a
204	40166685	65	 I like this product.	like product	['like', 'product']	5	NEUTRAL	POSITIVE	NEGATIVE	like	quality	n/a
205	40166685	66	 nice and perfect	nice perfect	['nice', 'perfect']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
206	40166685	66	 nice and perfect	nice perfect	['nice', 'perfect']	5	POSITIVE	POSITIVE	POSITIVE	perfect	quality	n/a
207	40129855	67	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
208	40129855	67	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	poor	quality	n/a
209	40129855	67	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	quality	quality	n/a
210	40129855	67	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad quality	quality	poor quality
211	40128795	68	Perfect small size pan for omlette Very good quality product. Perfect for omlette and stuff	perfect small size pan omlette very good quality product perfect omlette stuff	['perfect', 'small', 'size', 'pan', 'omlette', 'very', 'good', 'quality', 'product', 'perfect', 'omlette', 'stuff']	5	POSITIVE	POSITIVE	POSITIVE	size	size	n/a
212	40128795	68	Perfect small size pan for omlette Very good quality product. Perfect for omlette and stuff	perfect small size pan omlette very good quality product perfect omlette stuff	['perfect', 'small', 'size', 'pan', 'omlette', 'very', 'good', 'quality', 'product', 'perfect', 'omlette', 'stuff']	5	POSITIVE	POSITIVE	POSITIVE	small	size	n/a
213	40128795	68	Perfect small size pan for omlette Very good quality product. Perfect for omlette and stuff	perfect small size pan omlette very good quality product perfect omlette stuff	['perfect', 'small', 'size', 'pan', 'omlette', 'very', 'good', 'quality', 'product', 'perfect', 'omlette', 'stuff']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
214	40128795	68	Perfect small size pan for omlette Very good quality product. Perfect for omlette and stuff	perfect small size pan omlette very good quality product perfect omlette stuff	['perfect', 'small', 'size', 'pan', 'omlette', 'very', 'good', 'quality', 'product', 'perfect', 'omlette', 'stuff']	5	POSITIVE	POSITIVE	POSITIVE	perfect	quality	n/a
215	40128795	68	Perfect small size pan for omlette Very good quality product. Perfect for omlette and stuff	perfect small size pan omlette very good quality product perfect omlette stuff	['perfect', 'small', 'size', 'pan', 'omlette', 'very', 'good', 'quality', 'product', 'perfect', 'omlette', 'stuff']	5	POSITIVE	POSITIVE	POSITIVE	quality	quality	n/a
216	40128795	68	Perfect small size pan for omlette Very good quality product. Perfect for omlette and stuff	perfect small size pan omlette very good quality product perfect omlette stuff	['perfect', 'small', 'size', 'pan', 'omlette', 'very', 'good', 'quality', 'product', 'perfect', 'omlette', 'stuff']	5	POSITIVE	POSITIVE	POSITIVE	good quality	quality	superior quality
217	40128795	69	Pan Smaller than expectation	pan smaller than expectation	['pan', 'smaller', 'than', 'expectation']	3	NEUTRAL	NEUTRAL	POSITIVE	smaller	size	n/a
218	40128795	69	Pan Smaller than expectation	pan smaller than expectation	['pan', 'smaller', 'than', 'expectation']	3	NEUTRAL	NEUTRAL	POSITIVE	expectation	quality	n/a
219	40031298	70	 The lid broke in like 30 days only. I want to get a replacement.	lid break like 0 days only want get replacement	['lid', 'break', 'like', '0', 'days', 'only', 'want', 'get', 'replacement']	1	NEUTRAL	POSITIVE	NEUTRAL	break	quality	n/a
220	40031298	70	 The lid broke in like 30 days only. I want to get a replacement.	lid break like 0 days only want get replacement	['lid', 'break', 'like', '0', 'days', 'only', 'want', 'get', 'replacement']	1	NEUTRAL	POSITIVE	NEUTRAL	like	quality	n/a
221	40031298	70	 The lid broke in like 30 days only. I want to get a replacement.	lid break like 0 days only want get replacement	['lid', 'break', 'like', '0', 'days', 'only', 'want', 'get', 'replacement']	1	NEUTRAL	POSITIVE	NEUTRAL	want	quality	n/a
222	40031298	70	 The lid broke in like 30 days only. I want to get a replacement.	lid break like 0 days only want get replacement	['lid', 'break', 'like', '0', 'days', 'only', 'want', 'get', 'replacement']	1	NEUTRAL	POSITIVE	NEUTRAL	replacement	maintenance	n/a
223	40031298	71	 Finger can be cut from the edge because the edge is very sharp	finger can cut edge edge very sharp	['finger', 'can', 'cut', 'edge', 'edge', 'very', 'sharp']	2	NEGATIVE	NEGATIVE	POSITIVE	can	shipping_delivery	n/a
224	40031298	71	 Finger can be cut from the edge because the edge is very sharp	finger can cut edge edge very sharp	['finger', 'can', 'cut', 'edge', 'edge', 'very', 'sharp']	2	NEGATIVE	NEGATIVE	POSITIVE	cut	operational_effectiveness	n/a
225	40031298	71	 Finger can be cut from the edge because the edge is very sharp	finger can cut edge edge very sharp	['finger', 'can', 'cut', 'edge', 'edge', 'very', 'sharp']	2	NEGATIVE	NEGATIVE	POSITIVE	sharp	operational_effectiveness	n/a
226	40031298	72	 Satisfied with the product. Serves my purpose of cooking small meals.	satisfy product serve purpose cook small meals	['satisfy', 'product', 'serve', 'purpose', 'cook', 'small', 'meals']	5	NEGATIVE	POSITIVE	NEGATIVE	small	size	n/a
227	40031298	72	 Satisfied with the product. Serves my purpose of cooking small meals.	satisfy product serve purpose cook small meals	['satisfy', 'product', 'serve', 'purpose', 'cook', 'small', 'meals']	5	NEGATIVE	POSITIVE	NEGATIVE	satisfy	quality	n/a
228	40031298	72	 Satisfied with the product. Serves my purpose of cooking small meals.	satisfy product serve purpose cook small meals	['satisfy', 'product', 'serve', 'purpose', 'cook', 'small', 'meals']	5	NEGATIVE	POSITIVE	NEGATIVE	cook	operational_effectiveness	n/a
229	40031298	72	 Satisfied with the product. Serves my purpose of cooking small meals.	satisfy product serve purpose cook small meals	['satisfy', 'product', 'serve', 'purpose', 'cook', 'small', 'meals']	5	NEGATIVE	POSITIVE	NEGATIVE	serve	operational_effectiveness	n/a
230	40031298	73	 the product was damaged within 5 days after purchase. not expected from prestige	product damage within days purchase not expect prestige	['product', 'damage', 'within', 'days', 'purchase', 'not', 'expect', 'prestige']	1	NEUTRAL	NEGATIVE	NEUTRAL	damage	quality	n/a
231	40031298	73	 the product was damaged within 5 days after purchase. not expected from prestige	product damage within days purchase not expect prestige	['product', 'damage', 'within', 'days', 'purchase', 'not', 'expect', 'prestige']	1	NEUTRAL	NEGATIVE	NEUTRAL	expect	quality	n/a
232	40031298	74	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	burst	quality	n/a
233	40031298	74	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	cheap	quality	n/a
234	40031298	74	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	quality	quality	n/a
235	40031298	74	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	worst	quality	n/a
236	40031298	74	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	cook	operational_effectiveness	n/a
237	40031298	74	Worst Quality Product Worst product cheap quality and the lid got burst while cooking within 3 days of purchase	worst quality product worst product cheap quality lid get burst cook within days purchase	['worst', 'quality', 'product', 'worst', 'product', 'cheap', 'quality', 'lid', 'get', 'burst', 'cook', 'within', 'days', 'purchase']	1	NEGATIVE	NEGATIVE	NEGATIVE	cheap quality	quality	poor quality
238	40031298	75	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	coat	quality	n/a
239	40031298	75	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	worst	quality	n/a
240	40031298	75	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
241	40031298	75	worst product worst coating came out within no time in spite of not using it regularly	worst product worst coat come within no time spite not use regularly	['worst', 'product', 'worst', 'coat', 'come', 'within', 'no', 'time', 'spite', 'not', 'use', 'regularly']	1	NEGATIVE	NEGATIVE	NEGATIVE	coating came out	shipping_delivery	damaged product
242	40031298	76	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	break	quality	n/a
243	40031298	76	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	coat	quality	n/a
244	40031298	76	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	expect	quality	n/a
245	40031298	76	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	teflon	quality	n/a
246	40031298	76	 I wonder if this product has Teflon coating and the glass lid broke. I dint expect this form the Prestige product	wonder product have teflon coat glass lid break dint expect form prestige product	['wonder', 'product', 'have', 'teflon', 'coat', 'glass', 'lid', 'break', 'dint', 'expect', 'form', 'prestige', 'product']	2	NEUTRAL	NEUTRAL	NEUTRAL	wonder	quality	n/a
247	40031298	77	 I like the product as it is very useful.	like product very useful	['like', 'product', 'very', 'useful']	4	POSITIVE	POSITIVE	POSITIVE	like	quality	n/a
248	40031298	77	 I like the product as it is very useful.	like product very useful	['like', 'product', 'very', 'useful']	4	POSITIVE	POSITIVE	POSITIVE	useful	operational_effectiveness	n/a
249	40031298	77	 I like the product as it is very useful.	like product very useful	['like', 'product', 'very', 'useful']	4	POSITIVE	POSITIVE	POSITIVE	very useful	operational_effectiveness	adaptable product
250	40166685	78	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	size	size	n/a
251	40166685	78	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	heavy	quality	n/a
252	40166685	78	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	proper	quality	n/a
253	40166685	78	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	stick	quality	n/a
254	40166685	78	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	do	operational_effectiveness	n/a
255	40166685	79	 good and sturdy kadai	good sturdy kadai	['good', 'sturdy', 'kadai']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
256	40166685	79	 good and sturdy kadai	good sturdy kadai	['good', 'sturdy', 'kadai']	5	POSITIVE	POSITIVE	POSITIVE	sturdy	quality	n/a
257	40166685	80	awesome 	awesome	['awesome']	5	POSITIVE	POSITIVE	POSITIVE	awesome	quality	n/a
258	40166685	81	 I like this product.	like product	['like', 'product']	5	NEUTRAL	POSITIVE	NEGATIVE	like	quality	n/a
259	40166685	82	 nice and perfect	nice perfect	['nice', 'perfect']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
260	40166685	82	 nice and perfect	nice perfect	['nice', 'perfect']	5	POSITIVE	POSITIVE	POSITIVE	perfect	quality	n/a
261	40014027	83	 vry bad product...everything sticks	vry bad product everything stick	['vry', 'bad', 'product', 'everything', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
262	40014027	83	 vry bad product...everything sticks	vry bad product everything stick	['vry', 'bad', 'product', 'everything', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	stick	quality	n/a
263	40014027	84	Rubbish product just started using it last week and within 4 use, it has gone bad, it doesn't seems like original Hawkins futura, can't even cook a basic Omelette in this pan, is there a way to get it returned. Not worthy of even 1/2 star.	rubbish product just start use last week within use have go bad do not seem like original hawkins futura can not even cook basic omelette pan way get return not worthy even star	['rubbish', 'product', 'just', 'start', 'use', 'last', 'week', 'within', 'use', 'have', 'go', 'bad', 'do', 'not', 'seem', 'like', 'original', 'hawkins', 'futura', 'can', 'not', 'even', 'cook', 'basic', 'omelette', 'pan', 'way', 'get', 'return', 'not', 'worthy', 'even', 'star']	1	NEGATIVE	NEGATIVE	NEGATIVE	can	shipping_delivery	n/a
